SMILES,Ki,Klek
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD270>
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,2.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD360>
OCc1ccc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)cc1O,259.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD3B0>
Fc1ccc(cc1)C(N1CCN(C\\C=C\\c2ccccc2)CC1)c1ccc(F)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD450>
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD4F0>
OC(=O)C=CC(O)=O.Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD4A0>
COc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,25.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD400>
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD540>
Nc1nc(Cl)nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD590>
CC(C)(S)[C@@H](N)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD630>
Fc1ccc(Sc2ccc3c(-c4c(Cl)cccc4Cl)c(=O)ncn3n2)c(F)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD5E0>
O[C@@H](CNCC12CC3CC(CC(C3)C1)C2)c1ccc(O)c2[nH]c(=O)sc12,26.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD680>
Nc1c(CC(O)=O)cccc1C(=O)c1ccc(Br)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD6D0>
CC(COc1ccc2OCC(=O)Nc2c1)NCC(O)COc1cccc2[nH]ccc12,19.95,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD720>
OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD770>
COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD7C0>
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC1CCN(CC1)c1ccc(Cn2oc(=O)[nH]c2=O)cc1,74000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD810>
Cc1ocnc1-c1ccc(OCCNC[C@H](O)c2cccnc2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD860>
O[C@@H](CNCCOc1ccc(cc1)-c1csc(n1)C1CCCC1)c1cccnc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD8B0>
O[C@@H](CNC1CCCC1C1CCCCC1)c1ccc(O)c2[nH]c(=O)sc12,4.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD900>
O[C@@H](CNC1CCN(CCN2CCCCCC2)CC1)c1ccc(O)c2[nH]c(=O)sc12,6.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD950>
O[C@@H](CNCCOc1ccccc1)c1ccc(O)c2[nH]c(=O)sc12,4.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD9A0>
Nc1c(I)cc(CC2NCCc3cc(O)c(O)cc23)cc1I,1.549,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CD9F0>
COC(=O)CCCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDA40>
CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)c2[nH]c(=O)ccc12,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDA90>
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDAE0>
OCc1cc(ccc1O)C(O)CNCCc1ccc(Nc2ccc(Oc3ccccc3)cc2)cc1,316.23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDB30>
COc1ccc(cc1OC)[C@H](CCc1ccccc1Cl)NC[C@H](O)Cc1ccc(O)c(NS(C)(=O)=O)c1,57.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDC20>
COc1ccc(CN2CCN(CC2)c2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2)cc1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDBD0>
COc1cccc(Nc2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2)c1,630.96,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDB80>
OCc1cc(ccc1O)C(O)CNCCc1ccc(Nc2ccc(F)cc2)cc1,1258.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDC70>
CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDCC0>
COc1cc(NC(C)CCCN)c2ncccc2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDD60>
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDD10>
COc1cc(CCNCCc2ccc(O)c3NC(=O)COc23)ccc1OCCCc1ccccc1,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDDB0>
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDE00>
NC[C@H](O)c1ccc(O)c(O)c1,378000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDE50>
CCCN[C@H]1CCc2nc(N)sc2C1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDEF0>
C[C@H](Cc1c[nH]c2c(cccc12)S(C)(=O)=O)NC[C@H](O)c1cccc(NS(=O)(=O)c2cccc(N)c2)c1,20.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDF40>
[Cl-].C[N+](C)(C)CCOC(N)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDF90>
NC[C@H](O)c1ccc(O)c(O)c1,191000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CDEA0>
Cc1csc2ncnc(N3CCC(CC3)NCC(O)COc3ccc(O)cc3)c12,2600.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC0E0>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3cccs3)c12)COc1ccc(O)cc1,28.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC130>
Fc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC180>
OC(COc1cccc2[nH]c3ccccc3c12)CN1CCC(Cc2cccnc2)CC1,0.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC040>
Cl.CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC090>
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC1D0>
Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC220>
C[C@@H](Cc1ccccc1)NC[C@@H](O)c1cc(O)cc(O)c1,28624.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC270>
COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC2C0>
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC310>
CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCNCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC400>
CC1(C)[C@@H]2CC[C@]1(C)[C@H](C2)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,40.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC3B0>
CS(=O)(=O)Nc1cc(C[C@H](O)CN[C@H](Cc2ccccc2)c2ccc(Cl)c(Cl)c2)ccc1O,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC360>
OC(COc1cccc2[nH]ccc12)CN1CCC(CN2C(=O)c3cccc4cccc(C2=O)c34)CC1,120.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC450>
CC(C)c1ccc(C)cc1OCC(O)CN1CCC(CN2C(=O)c3cccc4cccc(C2=O)c34)CC1,80.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC4A0>
CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\\C=C\\C=C\\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC540>
Oc1c(Br)cc(Br)cc1C(=O)Nc1ccc(Br)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC4F0>
ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC590>
C[C@H](Cc1ccccc1)NC[C@@H](O)c1cc(O)cc(O)c1,22908.68,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC5E0>
C[C@H](Cc1ccccc1)NC[C@H](O)c1cc(O)cc(O)c1,2930.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC630>
CC[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,5760.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC680>
OC(COc1cccc2[nH]c3ccccc3c12)CN1CCC(CN2C(=O)c3cccc4cc(O)cc(C2=O)c34)CC1,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC6D0>
CCC[C@H](Cc1ccc(OC)cc1)NC[C@H](O)c1cc(O)cc(O)c1,250.03,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC720>
CC[C@@H](Cc1ccc(OC)cc1)NC[C@H](O)c1cc(O)cc(O)c1,4295.36,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC770>
C[C@H](Cc1ncc(CCC(O)=O)s1)NCC(O)c1cccc(Cl)c1,11400.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC7C0>
OC(COc1ccccc1CC=C)CN1CCOCC1,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC810>
OC(COc1cccc2[nH]c3ccccc3c12)CN1CCC(CC1)C(=O)c1ccccc1,0.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC860>
C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,183.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC8B0>
O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c1ccc(O)c(NC=O)c1,3.162,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC900>
COc1ccc(C[C@H](NC[C@H](O)c2cc(O)cc(O)c2)C(C)C)cc1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC950>
CNC(=O)c1cccc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)c1,370.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC9A0>
CN1CCc2c(C1)c1cccc3-c4ccccc4CCn2c13,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CC9F0>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3cccs3)c12)COc1ccccc1,4.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCA40>
CCc1cc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)ccc1O,11.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCA90>
OCc1cc(O)ccc1OCC(O)CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12,25.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCAE0>
COc1ccc(cc1OC)[C@H](CCc1ccc(Cl)cc1)NC[C@H](O)Cc1ccc(O)c(NS(C)(=O)=O)c1,120.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCB30>
Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCB80>
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(CC[C@@]35O)=N\\N=C1/CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCBD0>
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1[nH]c(N)nc2=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCC20>
OC(CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc1ccccc1-c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,13.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCC70>
S=C=Nc1cccc2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCCC0>
COc1cc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1,23.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCD10>
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,0.034,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCD60>
CC(C(O)=O)c1ccc(c(F)c1)-c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCDB0>
CC(C)[C@H]1NC(=O)[C@@H](NC(=O)c2ccc(C)c3oc-4c(C)c(=O)c(N)c(C(=O)N[C@H]5[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]6CCCN6C(=O)[C@H](NC5=O)C(C)C)c-4nc23)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]2CCCN2C1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCE00>
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCE50>
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCEF0>
C[C@H](Cc1ccccc1)NC[C@H](O)c1cc(O)cc(O)c1,2951.21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCF40>
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,4677.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCF90>
COc1ccc(C[C@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,15848.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658CCEA0>
CCc1nc(co1)-c1ccc(OCCNC[C@H](O)c2cccnc2)cc1,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D00E0>
CC(C)c1nc(co1)-c1ccc(OCCNC[C@H](O)c2cccnc2)cc1,49.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0130>
CC(COc1ccc2OCC(=O)Nc2c1)NCC(O)COc1cccc2[nH]ccc12,1.585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0180>
CCOC(=O)N1CCN(CCn2c(=O)[nH]c3c4ccccc4[nH]c3c2=O)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0040>
Nc1ccc(Cc2ccc(N)cc2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0090>
CC(C)c1ccccc1OCC(O)CN1CCC(CN2C(=O)c3cccc4cccc(C2=O)c34)CC1,230.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D01D0>
CCc1nc(cs1)-c1ccc(OCCNC[C@H](O)c2cccnc2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0220>
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0270>
COc1ccc(cc1)C(=O)C1CCN(CC(O)COc2cccc3[nH]c4ccccc4c23)CC1,0.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D02C0>
NC[C@H](O)c1ccc(O)c(O)c1F,5446000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0310>
CCC1(C)CC(=O)NC1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0360>
C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,3372.87,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D03B0>
O[C@@H](CNCCOc1ccc(cc1)-c1cscn1)c1cccnc1,10.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0400>
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0450>
CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D04A0>
O[C@@H](CNCCOc1ccc(cc1)-c1cocn1)c1cccnc1,10.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D04F0>
O[C@@H](CNCCOc1ccc(cc1)-c1csc(n1)C(F)(F)F)c1cccnc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0540>
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0590>
CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D05E0>
COc1ccc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)cc1,700.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0630>
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0680>
CCCCOc1ccc(C[C@@H](C)NC[C@H](O)c2cc(Br)no2)cc1,15.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D06D0>
COc1ccc(cc1OC)[C@H](CCc1ccccc1)NC[C@H](O)Cc1ccc(O)c(NS(C)(=O)=O)c1,390.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0720>
O[C@H](CNCCc1ccccc1)c1cc(O)cc(O)c1,20417.38,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0770>
O[C@H](CNCCc1ccccc1)c1cc(O)cc(O)c1,20600.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D07C0>
COc1nc(C)nc(Cl)c1NC1=NCCN1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0810>
CCCC[C@H](C)NC[C@H](O)c1cc(O)cc(O)c1,31400.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0860>
CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D08B0>
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0900>
Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,9300.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0950>
C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,3.999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D09A0>
CCN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D09F0>
COc1cccc2[C@@H]3CN(CCn4c(=O)[nH]c5c6ncccc6sc5c4=O)C[C@@H]3CCc12,3870.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0A40>
CCOC(=O)c1ccc(N)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0A90>
CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0AE0>
CCCC[C@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0B30>
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,557.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0B80>
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@H]2[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\\C=C2/C)O[C@@]2(C5)O[C@H](C(C)C)[C@@H](C)C=C2)[C@]34O)O[C@@H](C)[C@@H]1O.CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](CC=C(C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\\C=C\\C=C4CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0BD0>
NC[C@H](O)c1ccc(O)c(O)c1F,70100.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0C20>
C[C@H](Cc1ncc(CCCC(O)=O)s1)NC[C@H](O)COc1ccccc1,1600.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0C70>
O[C@@H](CNC1CCCCCC1)c1ccc(O)c2[nH]c(=O)sc12,11.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0CC0>
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2(O)C#C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0D10>
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0D60>
COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc1ccccc1,0.25,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0DB0>
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0E00>
O[C@@H](CNCCCc1ccccc1)c1ccc(O)c2[nH]c(=O)sc12,1.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0E50>
NC(=O)c1ncn(n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D0EF0>
